district_name,block_name,typeofsupport,broad_category,categoryofsupport,Beneficiary_Count
KOREA,KHADGAWANA,Sickle,Nature-Based Solutions / Bio-Economy,Equipment,1272
KOREA,KHADGAWANA,Skill Training for Minorities,Circular Economy,Training,6
KOREA,KHADGAWANA,Soak Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,6
KOREA,KHADGAWANA,Soil Conservation and Moisture Protection,Nature-Based Solutions / Bio-Economy,Training,9
KOREA,KHADGAWANA,Solar Dryer,Energy,Equipment,6
KOREA,KHADGAWANA,Solar Pump,Energy,Equipment,210
KOREA,KHADGAWANA,Spice Mill,Nature-Based Solutions / Bio-Economy,Equipment,3
KOREA,KHADGAWANA,Sprayer,Nature-Based Solutions / Bio-Economy,Equipment,838
KOREA,KHADGAWANA,Sprinkler,Nature-Based Solutions / Bio-Economy,Equipment,3
KOREA,KHADGAWANA,Staggered Trench,Nature-Based Solutions / Bio-Economy,Infrastructure,3
KOREA,KHADGAWANA,Storage Bags,Circular Economy,Inputs,69
KOREA,KHADGAWANA,Storage Space,Circular Economy,Infrastructure,52
KOREA,KHADGAWANA,Support for Nursery Development,Nature-Based Solutions / Bio-Economy,Infrastructure,6
KOREA,KHADGAWANA,Sustainable Harvesting,Nature-Based Solutions / Bio-Economy,Training,9
KOREA,KHADGAWANA,Technical Training,Circular Economy,Training,28
KOREA,KHADGAWANA,Technical Training- Floriculture,Nature-Based Solutions / Bio-Economy,Training,177
KOREA,KHADGAWANA,Technical Training-Sericulture,Nature-Based Solutions / Bio-Economy,Training,20
KOREA,KHADGAWANA,Terrace - Level Bench / Upland Bench,Nature-Based Solutions / Bio-Economy,Infrastructure,18
KOREA,KHADGAWANA,Thresher,Nature-Based Solutions / Bio-Economy,Equipment,943
KOREA,KHADGAWANA,Tool Kits for Beekeeping,Nature-Based Solutions / Bio-Economy,Equipment,3
KOREA,KHADGAWANA,Tractor,Nature-Based Solutions / Bio-Economy,Equipment,5687
KOREA,KHADGAWANA,Training on Feed Management and Nutrition,Nature-Based Solutions / Bio-Economy,Training,3
KOREA,KHADGAWANA,Training on Good Procurement Process & Maintenance,Nature-Based Solutions / Bio-Economy,Training,33
KOREA,KHADGAWANA,Training on NTFP / MFP Processing,Circular Economy,Training,15
KOREA,KHADGAWANA,Tube Well,Nature-Based Solutions / Bio-Economy,Infrastructure,57
KOREA,KHADGAWANA,Vaccine,Nature-Based Solutions / Bio-Economy,Inputs,125
KOREA,KHADGAWANA,Vermicompost,Nature-Based Solutions / Bio-Economy,Infrastructure,168
KOREA,KHADGAWANA,Vermicompost,Nature-Based Solutions / Bio-Economy,Inputs,377
KOREA,KHADGAWANA,Warehouse,Circular Economy,Infrastructure,11
KOREA,KHADGAWANA,Washer,Nature-Based Solutions / Bio-Economy,Equipment,19
KOREA,KHADGAWANA,Wasteland / Fallow Land / Grassland Development,Nature-Based Solutions / Bio-Economy,Infrastructure,25
KOREA,KHADGAWANA,Water Harvesting System,Nature-Based Solutions / Bio-Economy,Infrastructure,43
KOREA,KHADGAWANA,Water Management (Rainfed Methods),Nature-Based Solutions / Bio-Economy,Training,9
KOREA,KHADGAWANA,Water Pump,Nature-Based Solutions / Bio-Economy,Equipment,5
KOREA,KHADGAWANA,Water Tank,Nature-Based Solutions / Bio-Economy,Infrastructure,26
KOREA,KHADGAWANA,Weaver Cards,Circular Economy,Inputs,9
KOREA,KHADGAWANA,Weekly Market,Nature-Based Solutions / Bio-Economy,Marketing Support,12
KOREA,KHADGAWANA,Weighing Scale,Nature-Based Solutions / Bio-Economy,Equipment,88
KOREA,KHADGAWANA,Wire - trellis,Nature-Based Solutions / Bio-Economy,Infrastructure,6
KOREA,KHADGAWANA,Work Shed,Circular Economy,Infrastructure,130
KOREA,KHADGAWANA,Yarn Passbook,Circular Economy,Inputs,3
KOREA,SONHAT,Any Other-Specify,Circular Economy,Infrastructure,6
KOREA,SONHAT,Any Other-Specify,Circular Economy,Inputs,714
KOREA,SONHAT,Assistance for Basic Seed Production Units,Nature-Based Solutions / Bio-Economy,Infrastructure,86
KOREA,SONHAT,Azolla,Nature-Based Solutions / Bio-Economy,Inputs,11
KOREA,SONHAT,Bio Culture,Nature-Based Solutions / Bio-Economy,Inputs,3
KOREA,SONHAT,Bore Well,Nature-Based Solutions / Bio-Economy,Infrastructure,99
KOREA,SONHAT,Brood Lac,Nature-Based Solutions / Bio-Economy,Inputs,5
KOREA,SONHAT,Check Dam,Nature-Based Solutions / Bio-Economy,Infrastructure,3
KOREA,SONHAT,Cleaning and Disinfection Equipment,Nature-Based Solutions / Bio-Economy,Equipment,8
KOREA,SONHAT,Cold Storage,Circular Economy,Infrastructure,6
KOREA,SONHAT,Compost Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,50
KOREA,SONHAT,Crop Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
KOREA,SONHAT,Day Old Chicks,Nature-Based Solutions / Bio-Economy,Inputs,29
KOREA,SONHAT,Drainage of Chaur or Waterlogged Land,Nature-Based Solutions / Bio-Economy,Infrastructure,3
KOREA,SONHAT,Drip Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,20
KOREA,SONHAT,Dug Well,Nature-Based Solutions / Bio-Economy,Infrastructure,79
KOREA,SONHAT,FYM,Nature-Based Solutions / Bio-Economy,Inputs,31
KOREA,SONHAT,Farm pond on Individual Land,Nature-Based Solutions / Bio-Economy,Infrastructure,9
KOREA,SONHAT,Fencing,Nature-Based Solutions / Bio-Economy,Infrastructure,16
KOREA,SONHAT,Fencing,Nature-Based Solutions / Bio-Economy,Inputs,63
KOREA,SONHAT,Fencing Material,Nature-Based Solutions / Bio-Economy,Infrastructure,12
KOREA,SONHAT,Fertilizers,Nature-Based Solutions / Bio-Economy,Inputs,39
KOREA,SONHAT,Foot Pump,Nature-Based Solutions / Bio-Economy,Equipment,6
KOREA,SONHAT,Goat-Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,11
KOREA,SONHAT,Grinding Machine,Nature-Based Solutions / Bio-Economy,Equipment,6
KOREA,SONHAT,Improved Twisting Machines for Yarn Making,Circular Economy,Equipment,3
KOREA,SONHAT,Infrastructure for Azolla Cultivation,Nature-Based Solutions / Bio-Economy,Infrastructure,16
KOREA,SONHAT,Insect Trap,Nature-Based Solutions / Bio-Economy,Inputs,12
KOREA,SONHAT,Kisan Credit Card,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
KOREA,SONHAT,Kitchen Garden,Nature-Based Solutions / Bio-Economy,Training,3
KOREA,SONHAT,Medicines,Nature-Based Solutions / Bio-Economy,Inputs,4
KOREA,SONHAT,Mushroom Cultivation Subsidy,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,5
KOREA,SONHAT,NTFP Enterprises Support,Nature-Based Solutions / Bio-Economy,Infrastructure,3
KOREA,SONHAT,Nadep Compost,Nature-Based Solutions / Bio-Economy,Infrastructure,420
KOREA,SONHAT,Nadep Pit,Nature-Based Solutions / Bio-Economy,Inputs,21
KOREA,SONHAT,Online Market Linkage,Nature-Based Solutions / Bio-Economy,Marketing Support,3
KOREA,SONHAT,Open Irrigation Wells,Nature-Based Solutions / Bio-Economy,Infrastructure,131
KOREA,SONHAT,Organic Certification,Nature-Based Solutions / Bio-Economy,Marketing Support,6
KOREA,SONHAT,Organic Manure,Nature-Based Solutions / Bio-Economy,Inputs,292
KOREA,SONHAT,Paddy Transplanter,Nature-Based Solutions / Bio-Economy,Equipment,38
KOREA,SONHAT,Pest Management,Nature-Based Solutions / Bio-Economy,Training,3
KOREA,SONHAT,Pipe Line for Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,6
KOREA,SONHAT,Plastic Crates,Circular Economy,Equipment,3
KOREA,SONHAT,Plastic Mulch Laying Machine,Circular Economy,Equipment,3
KOREA,SONHAT,Post Harvest Management,Nature-Based Solutions / Bio-Economy,Training,3
KOREA,SONHAT,Poultry Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,11
KOREA,SONHAT,Pounding Machine,Nature-Based Solutions / Bio-Economy,Equipment,9
KOREA,SONHAT,Power Tiller,Nature-Based Solutions / Bio-Economy,Equipment,187
KOREA,SONHAT,Promotion of Cooperative,Nature-Based Solutions / Bio-Economy,Other Services,4
KOREA,SONHAT,Pulper,Nature-Based Solutions / Bio-Economy,Equipment,3
KOREA,SONHAT,Pump House,Nature-Based Solutions / Bio-Economy,Infrastructure,58
KOREA,SONHAT,Pump Set,Energy,Equipment,989
KOREA,SONHAT,Pump Set - Tribal Department,Energy,Equipment,3
KOREA,SONHAT,Registration of Udyog Aadhaar,Nature-Based Solutions / Bio-Economy,Other Services,59
KOREA,SONHAT,Rotavator,Nature-Based Solutions / Bio-Economy,Equipment,3
KOREA,SONHAT,SHG / Bank Loan,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,1479
KOREA,SONHAT,Sand Filter for Bore Well / Open Well,Nature-Based Solutions / Bio-Economy,Infrastructure,3
KOREA,SONHAT,"Saplings - Vegetables, Fruits",Nature-Based Solutions / Bio-Economy,Inputs,439
KOREA,SONHAT,Saplings-Horticulture-Medicinal Plants,Nature-Based Solutions / Bio-Economy,Inputs,26
KOREA,SONHAT,Seed treatment,Nature-Based Solutions / Bio-Economy,Training,3
KOREA,SONHAT,Seeds,Nature-Based Solutions / Bio-Economy,Inputs,140
KOREA,SONHAT,Sickle,Nature-Based Solutions / Bio-Economy,Equipment,9
KOREA,SONHAT,Soak Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,6
KOREA,SONHAT,Solar Pump,Energy,Equipment,85
KOREA,SONHAT,Sprayer,Nature-Based Solutions / Bio-Economy,Equipment,39
KOREA,SONHAT,Thresher,Nature-Based Solutions / Bio-Economy,Equipment,46
KOREA,SONHAT,Tractor,Nature-Based Solutions / Bio-Economy,Equipment,1360
KOREA,SONHAT,Tube Well,Nature-Based Solutions / Bio-Economy,Infrastructure,250
KOREA,SONHAT,Vermicompost,Nature-Based Solutions / Bio-Economy,Infrastructure,12
KOREA,SONHAT,Vermicompost,Nature-Based Solutions / Bio-Economy,Inputs,9
KOREA,SONHAT,Wasteland / Fallow Land / Grassland Development,Nature-Based Solutions / Bio-Economy,Infrastructure,5
KOREA,SONHAT,Water Harvesting System,Nature-Based Solutions / Bio-Economy,Infrastructure,3
KOREA,SONHAT,Weighing Scale,Nature-Based Solutions / Bio-Economy,Equipment,4
KOREA,SONHAT,Wire - trellis,Nature-Based Solutions / Bio-Economy,Infrastructure,6
KOREA,SONHAT,Work Shed,Circular Economy,Infrastructure,9
MAHASAMUND,BAGBAHARA,Afforestation of Wastelands,Nature-Based Solutions / Bio-Economy,Infrastructure,6
MAHASAMUND,BAGBAHARA,Agarbatti Machine,Circular Economy,Equipment,12
MAHASAMUND,BAGBAHARA,Animal Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,105
MAHASAMUND,BAGBAHARA,Any Other-Specify,Circular Economy,Equipment,9
MAHASAMUND,BAGBAHARA,Any Other-Specify,Circular Economy,Infrastructure,12
MAHASAMUND,BAGBAHARA,Artificial Insemination,Nature-Based Solutions / Bio-Economy,Inputs,3
MAHASAMUND,BAGBAHARA,Artisan Cards,Circular Economy,Inputs,6
MAHASAMUND,BAGBAHARA,Assistance for Basic Seed Production Units,Nature-Based Solutions / Bio-Economy,Infrastructure,5
MAHASAMUND,BAGBAHARA,Azolla,Nature-Based Solutions / Bio-Economy,Inputs,31
MAHASAMUND,BAGBAHARA,Bamboo Mat,Nature-Based Solutions / Bio-Economy,Equipment,6
MAHASAMUND,BAGBAHARA,Basket and Trolley,Nature-Based Solutions / Bio-Economy,Equipment,3
MAHASAMUND,BAGBAHARA,Bio Fertilisers,Nature-Based Solutions / Bio-Economy,Inputs,37
MAHASAMUND,BAGBAHARA,Bore Well,Nature-Based Solutions / Bio-Economy,Infrastructure,61
MAHASAMUND,BAGBAHARA,Brood Lac,Nature-Based Solutions / Bio-Economy,Inputs,9
MAHASAMUND,BAGBAHARA,Business Management / Promotion Training,Circular Economy,Training,3
MAHASAMUND,BAGBAHARA,Cattle Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,6
MAHASAMUND,BAGBAHARA,Certification,Circular Economy,Marketing Support,13
MAHASAMUND,BAGBAHARA,Check Dam,Nature-Based Solutions / Bio-Economy,Infrastructure,8
MAHASAMUND,BAGBAHARA,Chick Guard,Nature-Based Solutions / Bio-Economy,Infrastructure,9
MAHASAMUND,BAGBAHARA,Clay,Circular Economy,Inputs,6
MAHASAMUND,BAGBAHARA,Cleaner for Coffee / Rubber Processing,Circular Economy,Equipment,3
MAHASAMUND,BAGBAHARA,Cleaning & Storage Unit - Spices / Coffee /Rubber / Tea,Circular Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Compost Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,37
MAHASAMUND,BAGBAHARA,Computer-Aided Textile Designing Unit,Circular Economy,Equipment,3
MAHASAMUND,BAGBAHARA,Construction of New Pond,Nature-Based Solutions / Bio-Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Crop Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,549
MAHASAMUND,BAGBAHARA,Cycle / Motorcycle with Ice Box,Nature-Based Solutions / Bio-Economy,Marketing Support,6
MAHASAMUND,BAGBAHARA,Development of Non-Chemical Pesticides,Nature-Based Solutions / Bio-Economy,Training,5
MAHASAMUND,BAGBAHARA,Drainage of Chaur or Waterlogged Land,Nature-Based Solutions / Bio-Economy,Infrastructure,9
MAHASAMUND,BAGBAHARA,Drip Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,12
MAHASAMUND,BAGBAHARA,Dug Well,Nature-Based Solutions / Bio-Economy,Infrastructure,53
MAHASAMUND,BAGBAHARA,Dye House,Circular Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,FYM,Nature-Based Solutions / Bio-Economy,Inputs,11
MAHASAMUND,BAGBAHARA,Fairs / Exhibition,Nature-Based Solutions / Bio-Economy,Marketing Support,8
MAHASAMUND,BAGBAHARA,Farm pond on Individual Land,Nature-Based Solutions / Bio-Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Feed Management and Nutrition,Nature-Based Solutions / Bio-Economy,Training,12
MAHASAMUND,BAGBAHARA,Feed Supplements,Nature-Based Solutions / Bio-Economy,Inputs,12
MAHASAMUND,BAGBAHARA,Fencing,Nature-Based Solutions / Bio-Economy,Infrastructure,32
MAHASAMUND,BAGBAHARA,Fencing,Nature-Based Solutions / Bio-Economy,Inputs,59
MAHASAMUND,BAGBAHARA,Fencing Material,Nature-Based Solutions / Bio-Economy,Infrastructure,17
MAHASAMUND,BAGBAHARA,Fertilizers,Nature-Based Solutions / Bio-Economy,Inputs,152
MAHASAMUND,BAGBAHARA,Financial Assistance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,148
MAHASAMUND,BAGBAHARA,"Financial Planning & Advisory, Insurance",Circular Economy,Training,8
MAHASAMUND,BAGBAHARA,Fishing Nets,Nature-Based Solutions / Bio-Economy,Equipment,3
MAHASAMUND,BAGBAHARA,Foot Pump,Nature-Based Solutions / Bio-Economy,Equipment,92
MAHASAMUND,BAGBAHARA,General Awareness Training,Nature-Based Solutions / Bio-Economy,Training,10
MAHASAMUND,BAGBAHARA,General Training,Circular Economy,Training,121
MAHASAMUND,BAGBAHARA,Goat-Castrator,Nature-Based Solutions / Bio-Economy,Equipment,4
MAHASAMUND,BAGBAHARA,Goat-Feeder,Nature-Based Solutions / Bio-Economy,Equipment,4
MAHASAMUND,BAGBAHARA,Goat-Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,79
MAHASAMUND,BAGBAHARA,Godown,Circular Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Green House,Nature-Based Solutions / Bio-Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Green House (Including Shade Net),Nature-Based Solutions / Bio-Economy,Infrastructure,6
MAHASAMUND,BAGBAHARA,Grinding Machine,Nature-Based Solutions / Bio-Economy,Equipment,13
MAHASAMUND,BAGBAHARA,Gully Plugs,Nature-Based Solutions / Bio-Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Herbal Collection Unit,Nature-Based Solutions / Bio-Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Horticulture-Medicinal Plants-Skill Training,Nature-Based Solutions / Bio-Economy,Training,9
MAHASAMUND,BAGBAHARA,Hut/Room for Mushroom Production,Nature-Based Solutions / Bio-Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Improved Package of Practice for Crops,Nature-Based Solutions / Bio-Economy,Training,269
MAHASAMUND,BAGBAHARA,Infrastructure for Azolla Cultivation,Nature-Based Solutions / Bio-Economy,Infrastructure,120
MAHASAMUND,BAGBAHARA,Insect Trap,Nature-Based Solutions / Bio-Economy,Inputs,48
MAHASAMUND,BAGBAHARA,Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,100
MAHASAMUND,BAGBAHARA,Insurance for Spices / Coffee / Rubber / Tea,Circular Economy,Loan / Insurance / Subsidy,3
MAHASAMUND,BAGBAHARA,Integrated Pack House,Circular Economy,Infrastructure,6
MAHASAMUND,BAGBAHARA,Kisan Credit Card,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
MAHASAMUND,BAGBAHARA,Kisan Credit Card / Fish Credit Card,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
MAHASAMUND,BAGBAHARA,Kitchen Garden,Nature-Based Solutions / Bio-Economy,Training,81
MAHASAMUND,BAGBAHARA,Livestock Rearing-Technical Training,Nature-Based Solutions / Bio-Economy,Training,44
MAHASAMUND,BAGBAHARA,Loan - Tribal Department,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
MAHASAMUND,BAGBAHARA,Machinery & Equipments for Mushroom Production,Nature-Based Solutions / Bio-Economy,Equipment,35
MAHASAMUND,BAGBAHARA,Manure,Nature-Based Solutions / Bio-Economy,Inputs,8
MAHASAMUND,BAGBAHARA,Market Linkage,Nature-Based Solutions / Bio-Economy,Marketing Support,19
MAHASAMUND,BAGBAHARA,Market Shed,Circular Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Medicinal Plant Cultivation,Nature-Based Solutions / Bio-Economy,Training,5
MAHASAMUND,BAGBAHARA,Medicines,Nature-Based Solutions / Bio-Economy,Inputs,14
MAHASAMUND,BAGBAHARA,Mini Percolation Tank,Nature-Based Solutions / Bio-Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Mudra Loan,Circular Economy,Loan / Insurance / Subsidy,8
MAHASAMUND,BAGBAHARA,Mushroom Cultivation Subsidy,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
MAHASAMUND,BAGBAHARA,Mushroom Spawn,Nature-Based Solutions / Bio-Economy,Inputs,6
MAHASAMUND,BAGBAHARA,Mushroom cultivation,Nature-Based Solutions / Bio-Economy,Training,30
MAHASAMUND,BAGBAHARA,Nursery Development,Nature-Based Solutions / Bio-Economy,Training,6
MAHASAMUND,BAGBAHARA,Nursey Net,Nature-Based Solutions / Bio-Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Online Market Linkage,Nature-Based Solutions / Bio-Economy,Marketing Support,3
MAHASAMUND,BAGBAHARA,Open Irrigation Wells,Nature-Based Solutions / Bio-Economy,Infrastructure,9
MAHASAMUND,BAGBAHARA,Organic Certification,Nature-Based Solutions / Bio-Economy,Marketing Support,3
MAHASAMUND,BAGBAHARA,Organic Farming,Nature-Based Solutions / Bio-Economy,Training,67
MAHASAMUND,BAGBAHARA,Organic Manure,Nature-Based Solutions / Bio-Economy,Inputs,71
MAHASAMUND,BAGBAHARA,Packaging Equipment,Nature-Based Solutions / Bio-Economy,Equipment,3
MAHASAMUND,BAGBAHARA,Packaging Material,Nature-Based Solutions / Bio-Economy,Inputs,6
MAHASAMUND,BAGBAHARA,Paddy Transplanter,Nature-Based Solutions / Bio-Economy,Equipment,116
MAHASAMUND,BAGBAHARA,Paddy-Nursery Training,Nature-Based Solutions / Bio-Economy,Training,5
MAHASAMUND,BAGBAHARA,Pest Management,Nature-Based Solutions / Bio-Economy,Training,29
MAHASAMUND,BAGBAHARA,Pipe Line for Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,323
MAHASAMUND,BAGBAHARA,Plantation,Nature-Based Solutions / Bio-Economy,Infrastructure,18
MAHASAMUND,BAGBAHARA,Plastic Crates,Circular Economy,Equipment,5
MAHASAMUND,BAGBAHARA,Post Harvest Management,Nature-Based Solutions / Bio-Economy,Training,6
MAHASAMUND,BAGBAHARA,Poultry Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Pounding Machine,Nature-Based Solutions / Bio-Economy,Equipment,3
MAHASAMUND,BAGBAHARA,Power Tiller,Nature-Based Solutions / Bio-Economy,Equipment,145
MAHASAMUND,BAGBAHARA,Promotion & Conservation Local Breeds,Nature-Based Solutions / Bio-Economy,Other Services,4
MAHASAMUND,BAGBAHARA,Promotion of Cooperative,Nature-Based Solutions / Bio-Economy,Other Services,7
MAHASAMUND,BAGBAHARA,Pulper,Nature-Based Solutions / Bio-Economy,Equipment,6
MAHASAMUND,BAGBAHARA,Pump House,Nature-Based Solutions / Bio-Economy,Infrastructure,41
MAHASAMUND,BAGBAHARA,Pump Set,Energy,Equipment,2481
MAHASAMUND,BAGBAHARA,Pump Set - Tribal Department,Energy,Equipment,17
MAHASAMUND,BAGBAHARA,Raw Material for Activity,Circular Economy,Inputs,32
MAHASAMUND,BAGBAHARA,Recharge Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,5
MAHASAMUND,BAGBAHARA,Registration of Udyog Aadhaar,Nature-Based Solutions / Bio-Economy,Other Services,69
MAHASAMUND,BAGBAHARA,Rotavator,Nature-Based Solutions / Bio-Economy,Equipment,9
MAHASAMUND,BAGBAHARA,Rural Retail & Distribution,Circular Economy,Training,3
MAHASAMUND,BAGBAHARA,SHG / Bank Loan,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,392
MAHASAMUND,BAGBAHARA,Sand Filter for Bore Well / Open Well,Nature-Based Solutions / Bio-Economy,Infrastructure,37
MAHASAMUND,BAGBAHARA,"Saplings - Vegetables, Fruits",Nature-Based Solutions / Bio-Economy,Inputs,9
MAHASAMUND,BAGBAHARA,Saplings-Horticulture-Medicinal Plants,Nature-Based Solutions / Bio-Economy,Inputs,9
MAHASAMUND,BAGBAHARA,Seed Broadcaster,Nature-Based Solutions / Bio-Economy,Equipment,3
MAHASAMUND,BAGBAHARA,Seed treatment,Nature-Based Solutions / Bio-Economy,Training,11
MAHASAMUND,BAGBAHARA,Seedling Tray,Nature-Based Solutions / Bio-Economy,Equipment,3
MAHASAMUND,BAGBAHARA,Seeds,Nature-Based Solutions / Bio-Economy,Inputs,1831
MAHASAMUND,BAGBAHARA,Seeds / Saplings for Floriculture,Nature-Based Solutions / Bio-Economy,Inputs,3
MAHASAMUND,BAGBAHARA,Set-up for Retail Outlet / Herbal Collection,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
MAHASAMUND,BAGBAHARA,Sickle,Nature-Based Solutions / Bio-Economy,Equipment,37
MAHASAMUND,BAGBAHARA,Slicer,Circular Economy,Equipment,3
MAHASAMUND,BAGBAHARA,Soak Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,6
MAHASAMUND,BAGBAHARA,Soil Nutrient Management,Nature-Based Solutions / Bio-Economy,Training,3
MAHASAMUND,BAGBAHARA,Solar Dryer,Energy,Equipment,7
MAHASAMUND,BAGBAHARA,Solar Pump,Energy,Equipment,63
MAHASAMUND,BAGBAHARA,Sprayer,Nature-Based Solutions / Bio-Economy,Equipment,123
MAHASAMUND,BAGBAHARA,Storage Bags,Circular Economy,Inputs,15
MAHASAMUND,BAGBAHARA,Storage Space,Circular Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Sustainable Harvesting,Nature-Based Solutions / Bio-Economy,Training,3
MAHASAMUND,BAGBAHARA,Technical Training,Circular Economy,Training,121
MAHASAMUND,BAGBAHARA,Technical Training- Floriculture,Nature-Based Solutions / Bio-Economy,Training,19
MAHASAMUND,BAGBAHARA,Technical Training- Handloom & Textile,Circular Economy,Training,3
MAHASAMUND,BAGBAHARA,Thresher,Nature-Based Solutions / Bio-Economy,Equipment,87
MAHASAMUND,BAGBAHARA,Tractor,Nature-Based Solutions / Bio-Economy,Equipment,1408
MAHASAMUND,BAGBAHARA,Training on Good Procurement Process & Maintenance,Nature-Based Solutions / Bio-Economy,Training,8
MAHASAMUND,BAGBAHARA,Transport Facilities,Nature-Based Solutions / Bio-Economy,Marketing Support,5
MAHASAMUND,BAGBAHARA,Tube Well,Nature-Based Solutions / Bio-Economy,Infrastructure,317
MAHASAMUND,BAGBAHARA,Vaccine,Nature-Based Solutions / Bio-Economy,Inputs,3
MAHASAMUND,BAGBAHARA,Vermicompost,Nature-Based Solutions / Bio-Economy,Infrastructure,60
MAHASAMUND,BAGBAHARA,Vermicompost,Nature-Based Solutions / Bio-Economy,Inputs,47
MAHASAMUND,BAGBAHARA,Warehouse,Circular Economy,Infrastructure,8
MAHASAMUND,BAGBAHARA,Wasteland / Fallow Land / Grassland Development,Nature-Based Solutions / Bio-Economy,Infrastructure,9
MAHASAMUND,BAGBAHARA,Water Harvesting System,Nature-Based Solutions / Bio-Economy,Infrastructure,12
MAHASAMUND,BAGBAHARA,Water Tank,Nature-Based Solutions / Bio-Economy,Infrastructure,3
MAHASAMUND,BAGBAHARA,Weeder,Nature-Based Solutions / Bio-Economy,Equipment,3
MAHASAMUND,BAGBAHARA,Weekly Market,Nature-Based Solutions / Bio-Economy,Marketing Support,24
MAHASAMUND,BAGBAHARA,Weighing Scale,Nature-Based Solutions / Bio-Economy,Equipment,25
MAHASAMUND,BAGBAHARA,Wire - trellis,Nature-Based Solutions / Bio-Economy,Infrastructure,62
MAHASAMUND,BAGBAHARA,Work Shed,Circular Economy,Infrastructure,14
MAHASAMUND,BAGBAHARA,Yarn Passbook,Circular Economy,Inputs,3
MAHASAMUND,BASNA,Agarbatti Machine,Circular Economy,Equipment,15
MAHASAMUND,BASNA,Animal Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,15
MAHASAMUND,BASNA,Any Other-Specify,Circular Economy,Equipment,435
MAHASAMUND,BASNA,Any Other-Specify,Circular Economy,Infrastructure,6
MAHASAMUND,BASNA,Any Other-Specify,Circular Economy,Inputs,354
MAHASAMUND,BASNA,Artificial Insemination,Nature-Based Solutions / Bio-Economy,Inputs,15
MAHASAMUND,BASNA,Artisan Cards,Circular Economy,Inputs,25
MAHASAMUND,BASNA,Assistance for Basic Seed Production Units,Nature-Based Solutions / Bio-Economy,Infrastructure,3
MAHASAMUND,BASNA,Azolla,Nature-Based Solutions / Bio-Economy,Inputs,18
MAHASAMUND,BASNA,Bio Fertilisers,Nature-Based Solutions / Bio-Economy,Inputs,93
MAHASAMUND,BASNA,Bore Well,Nature-Based Solutions / Bio-Economy,Infrastructure,56
MAHASAMUND,BASNA,Brood Lac,Nature-Based Solutions / Bio-Economy,Inputs,5
MAHASAMUND,BASNA,Brooders (Heat Lamp),Nature-Based Solutions / Bio-Economy,Equipment,9
MAHASAMUND,BASNA,Business Management / Promotion Training,Circular Economy,Training,908
MAHASAMUND,BASNA,Cattle Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,12
MAHASAMUND,BASNA,Check Dam,Nature-Based Solutions / Bio-Economy,Infrastructure,3
